Species,Order,Suborder,Family,Genus,Description author/s,Description year,Subspecies ,Main biogeographic region,Microhabitat,Habitat type,Minimal elevation (m),Maximum elevation (m),Mean Annual Temperature (°C),Temperature Seasonality (standard deviation*100),Seasonality Precipitation (coefficient of variation × 100),Insular/endemic (yes or no),Venomous (yes or no),Diet ,Diet: comments,Active time,Dorsal colour,Dorsal pattern,Foraging mode,Pupil Shape,Fangs,Maximum Longevity (years),Maximum body mass (g),"Maximum total length (""TL"", mm)","Maximum length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum female length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum male length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum juvenile length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)",Hatchling/neonate mass (g),Reproductive mode,Sex-determining mechanism (GSD or TSD),Mean number of offspring per litter or number of eggs per clutch,Smallest clutch size,Largest clutch size,Number of litters or clutches produced per year,Egg length (mm),Egg width (mm),Mean Tb,Minimum Tb,Maximum Tb,Genetic data (yes or not),IUCN redlist assessment,IUCN population trend
Acanthocercus cyanogaster,Squamata,Sauria,Agamidae,Acanthocercus,Rüppell,1835,No,Afrotropic,Arboreal/Saxicolous,Grassland/Savanna,1400,2500,NA,NA,18.28,No,No,Carnivorous,Arthropods / insects (Broadley 1962),Diurnal,NA,NA,NA,NA,non-fanged,NA,166.0,NA,167,90.5,NA,NA,NA,oviparous,NA,11.0,3,13,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Acanthocercus gregorii,Squamata,Sauria,Agamidae,Acanthocercus,Günther,1894,No,Afrotropic,Arboreal/Saxicolous/Terrestrial,Grassland/Savanna,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Acanthocercus guentherpetersi,Squamata,Sauria,Agamidae,Acanthocercus,Largen & Spawls,2006,No,Afrotropic,Saxicolous,Shrubland,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,35.5,NA,102,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Acanthocercus kiwuensis,Squamata,Sauria,Agamidae,Acanthocercus,Klausewitz,1957,No,Afrotropic,Arboreal,Savanna,720,1710,NA,NA,14.78,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,75.9,NA,NA,NA,NA,NA,NA,oviparous,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Acanthocercus margaritae,Squamata,Sauria,Agamidae,Acanthocercus,"Wagner, Butler, Ceríaco & Bauer",2021,No,Afrotropic,Arboreal,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Acanthocercus minutus,Squamata,Sauria,Agamidae,Acanthocercus,Klausewitz,1957,No,Afrotropic,Arboreal/Saxicolous/Terrestrial,Savanna,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Acanthocercus phillipsii,Squamata,Sauria,Agamidae,Acanthocercus,Boulenger,1895,No,Afrotropic,Saxicolous,Savanna,NA,NA,NA,NA,NA,No,No,Carnivorous,"Insects, mainlyAnts (Parker 1942)",NA,NA,NA,NA,NA,non-fanged,NA,47.5,NA,112,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Acanthocercus ugandaensis,Squamata,Sauria,Agamidae,Acanthocercus,Klausewitz,1957,No,Afrotropic,Arboreal,Forest,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Acanthocercus yemensis,Squamata,Sauria,Agamidae,Acanthocercus,Klausewitz,1954,No,Saharo-Sindian,Saxicolous,Rocky,2000,3000,NA,NA,29.50,No,No,Omnivorous,"Omnivorous, mostlyAnts (A1-Johany 1995)",Diurnal,NA,NA,AMB,NA,non-fanged,NA,87.1,NA,136,95,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,29.0,NA,NA,Yes,Least Concern,Stable
Acanthochelys macrocephala,Testudines,Testudines,Chelidae,Acanthochelys,"Rhodin, Mittermeier & Mcmorris",1984,No,Neotropic,Aquatic/Terrestrial,Wetlands,NA,500,NA,NA,NA,No,No,Carnivorous,Invertebrates,NA,Black/Brown,Uniform,NA,round (or oval),non-fanged,NA,2895.0,NA,235,NA,NA,NA,20.0,oviparous,NA,6.0,4,8,NA,31.0,32.5,NA,NA,NA,Yes,Near Threatened ,Decreasing
Acanthochelys pallidipectoris,Testudines,Testudines,Chelidae,Acanthochelys,Freiberg,1945,No,Neotropic,Aquatic/Terrestrial,Grassland/Wetlands,NA,NA,NA,NA,NA,No,No,Carnivorous,"Amphibians, invertebrates",NA,Brown,Uniform,ACT,round (or oval),non-fanged,NA,872.0,NA,295,295,235,NA,10.3,oviparous,NA,3.5,4,9,NA,31.8,30.8,NA,NA,NA,Yes,Endangered,Decreasing
Acanthochelys radiolata,Testudines,Testudines,Chelidae,Acanthochelys,Mikan,1820,No,Neotropic,Aquatic/Terrestrial,Wetlands,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Brown,Uniform,NA,round (or oval),non-fanged,NA,1126.0,NA,195,195,173,NA,10.0,oviparous,GSD (XX/XY),3.0,2,4,5.0,26.7,25.0,NA,NA,NA,Yes,Near Threatened ,Unspecified
Acanthochelys spixii,Testudines,Testudines,Chelidae,Acanthochelys,Duméril & Bibron,1835,No,Neotropic,Aquatic,Wetlands,NA,NA,19.09,361.72,NA,No,No,NA,NA,Cathemeral,NA,NA,NA,round (or oval),non-fanged,8.20,759.0,NA,160,160,NA,NA,NA,oviparous,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Near Threatened ,Unspecified
Acanthodactylus aegyptius,Squamata,Sauria,Lacertidae,Acanthodactylus,Baha El Din,2007,No,Saharo-Sindian,Terrestrial,NA,30,350,NA,NA,83.75,No,No,Carnivorous,"arthropods (BarAnd Haimovitch 2012, Bar 2003)",Diurnal,NA,NA,NA,NA,non-fanged,NA,3.3,NA,52,41,NA,NA,NA,oviparous,NA,2.5,2,3,NA,NA,NA,32.0,NA,NA,Yes,NA,NA
Acanthodactylus ahmaddisii,Squamata,Sauria,Lacertidae,Acanthodactylus,Werner,2004,No,Saharo-Sindian,NA,Shrubland,NA,NA,NA,NA,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,11.2,NA,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Endangered,Decreasing
Acanthodactylus arabicus,Squamata,Sauria,Lacertidae,Acanthodactylus,Boulenger,1918,No,Saharo-Sindian,NA,Desert/Savanna/Shrubland,NA,NA,NA,NA,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,10.6,NA,77,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Acanthodactylus aureus,Squamata,Sauria,Lacertidae,Acanthodactylus,Günther,1903,No,Saharo-Sindian,Terrestrial,Desert/Shrubland,185,1182,NA,NA,60.58,No,No,Carnivorous,"insects, particularlyAnts (Trape etAl. 2012)",Diurnal,NA,NA,NA,NA,non-fanged,NA,8.1,NA,70.4,50,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Acanthodactylus bedriagai,Squamata,Sauria,Lacertidae,Acanthodactylus,Lataste,1881,No,Saharo-Sindian,Terrestrial,Shrubland,810,1337,NA,NA,23.47,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,10.5,NA,77,NA,NA,28,NA,oviparous,NA,5.0,3,7,NA,NA,NA,NA,NA,NA,Yes,Near Threatened,Unknown
Acanthodactylus beershebensis,Squamata,Sauria,Lacertidae,Acanthodactylus,"Moravec, El Din, Seligmann, Sivan & Werner",1999,No,Saharo-Sindian,Terrestrial,Shrubland,150,560,19.11,5652.20,26.74,No,No,Carnivorous,"Arthropods, mostlyAntsAnd other insects,About 0.5-2.5% seeds (HawlenaAnd Perez-Mellado 2009)",Diurnal,NA,NA,ACT,NA,non-fanged,4.6,16.6,NA,90,64.9,NA,25,0.6,oviparous,NA,4.9,3,8,1.0,NA,NA,33.6,NA,NA,Yes,Critically Endangered,Decreasing
Acanthodactylus blanci,Squamata,Sauria,Lacertidae,Acanthodactylus,Doumergue,1901,No,Saharo-Sindian,Terrestrial,Forest/Shrubland,361,2160,NA,NA,24.66,No,No,Carnivorous,Arthropods,Diurnal,NA,NA,NA,NA,non-fanged,NA,19.5,NA,95,79.5,NA,NA,NA,oviparous,NA,5.0,5,5,NA,NA,NA,NA,NA,NA,Yes,Endangered,Decreasing
Acanthodactylus blanfordii,Squamata,Sauria,Lacertidae,Acanthodactylus,Boulenger,1918,No,Saharo-Sindian,Terrestrial,Desert/Wetlands,0,1050,NA,NA,55.57,No,No,Carnivorous,Arthropods,Diurnal,NA,NA,ACT,NA,non-fanged,NA,9.8,NA,75,52.7,NA,NA,NA,oviparous,NA,4.0,2,6,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Acanthodactylus boskianus,Squamata,Sauria,Lacertidae,Acanthodactylus,Daudin,1802,"Acanthodactylus boskianus asper (AUDOUIN 1829)
Acanthodactylus boskianus boskianus (DAUDIN 1802)
Acanthodactylus boskianus euphraticus BOULENGER 1919",Saharo-Sindian,Terrestrial,Desert/Shrubland,-385,2000,23.41,6174.40,65.67,No,No,Carnivorous,"Arthropods, may take small lizards (Gardner 2013)",Diurnal,NA,NA,ACT,NA,non-fanged,9.0,19.5,NA,95,60.1,NA,26.5,0.6,oviparous,GSD (ZW/ZZ),4.3,1,8,1.0,NA,NA,36.2,NA,NA,Yes,Least Concern,Stable
Acanthodactylus boueti,Squamata,Sauria,Lacertidae,Acanthodactylus,Chabanaud,1917,No,Afrotropic,Terrestrial,Savanna,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,5.8,NA,63,56.6,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Acanthodactylus busacki,Squamata,Sauria,Lacertidae,Acanthodactylus,Salvador,1982,No,Saharo-Sindian,Terrestrial,Desert/Shrubland,810,1337,NA,NA,38.93,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,9.3,NA,73.6,NA,NA,NA,NA,oviparous,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Acanthodactylus cantoris,Squamata,Sauria,Lacertidae,Acanthodactylus,Günther,1864,No,Saharo-Sindian,Terrestrial,Desert/Shrubland,0,300,22.77,6576.30,45.24,No,No,Carnivorous,"ArthropodsAnd skinks (Leviton 1959), insectsAndAgamids (JoshiAnd Das 2015, DasAnd Das 2017)",Diurnal,NA,NA,ACT,NA,non-fanged,NA,19.1,NA,94,48,NA,26,NA,oviparous,NA,5.5,1,10,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Acanthodactylus dumerilii,Squamata,Sauria,Lacertidae,Acanthodactylus,Milne-Edwards,1829,No,Saharo-Sindian,Terrestrial,Desert/Shrubland,NA,NA,NA,NA,52.90,No,No,Carnivorous,Insects:Ants /Arthropods (Cisse etAl. 1977),Diurnal,NA,NA,NA,NA,non-fanged,1.5,7.2,NA,68,49.3,NA,26,NA,oviparous,NA,1.5,1,2,3.5,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Acanthodactylus erythrurus,Squamata,Sauria,Lacertidae,Acanthodactylus,Schinz,1833,"Acanthodactylus erythrurus atlanticus BOULENGER 1918
Acanthodactylus erythrurus belli GRAY 1845
Acanthodactylus erythrurus erythrurus (SCHINZ 1833)
Acanthodactylus erythrurus lineomaculatus (DUMÉRIL & BIBRON 1839)",Palearctic,Terrestrial,Forest/Rocky/Shrubland,0,2500,14.54,6008.40,24.78,No,No,Carnivorous,"Omnivorous /Arthropods (Belliure 2006, Valakos 1986, Rouag etAl. 2007, CarreteroAnd Llorente 1993)",Diurnal,NA,NA,Mixed,NA,non-fanged,2.1,13.8,NA,84,68.6,NA,29,NA,oviparous,GSD (ZW/ZZ),3.7,1,8,1.5,NA,NA,34.8,NA,NA,Yes,Least Concern,Stable
Acanthodactylus felicis,Squamata,Sauria,Lacertidae,Acanthodactylus,Arnold,1980,No,Saharo-Sindian,Terrestrial,Shrubland,57,777,NA,NA,74.05,No,No,Carnivorous,invertebrates (Gardner 2013),Diurnal,NA,NA,ACT,NA,non-fanged,NA,6.5,NA,65,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Vulnerable,Unknown
Acanthodactylus gongrorhynchatus,Squamata,Sauria,Lacertidae,Acanthodactylus,Leviton & Anderson,1967,No,Saharo-Sindian,Terrestrial,Desert,62,709,NA,NA,70.65,No,No,Carnivorous,arthropods (Gardner 2013),Diurnal,NA,NA,ACT,NA,non-fanged,NA,6.5,NA,65,46.3,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Acanthodactylus grandis,Squamata,Sauria,Lacertidae,Acanthodactylus,Boulenger,1909,No,Saharo-Sindian,Terrestrial,Desert/Shrubland,173,1033,NA,NA,36.44,No,No,Carnivorous,ArthropodsAnd small lizards,Diurnal,NA,NA,ACT,NA,non-fanged,NA,25.1,NA,103,85.8,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Acanthodactylus guineensis,Squamata,Sauria,Lacertidae,Acanthodactylus,Boulenger,1887,No,Afrotropic,Terrestrial,Forest/Savanna,NA,NA,NA,NA,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,5.1,NA,60,48,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Acanthodactylus haasi,Squamata,Sauria,Lacertidae,Acanthodactylus,Leviton & Anderson,1967,No,Saharo-Sindian,Arboreal/Terrestrial,Desert/Shrubland,NA,NA,NA,NA,NA,No,No,Carnivorous,insects (Gardner 2013),Diurnal,NA,NA,NA,NA,non-fanged,NA,6.4,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Acanthodactylus hardyi,Squamata,Sauria,Lacertidae,Acanthodactylus,Haas,1957,No,Saharo-Sindian,Terrestrial,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,3.3,NA,52,47.5,NA,NA,NA,NA,NA,2.7,2,3,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Acanthodactylus harranensis,Squamata,Sauria,Lacertidae,Acanthodactylus,"Baran, Kumlutas, Lanza, Sindaco, Avci & Crucitti",2005,No,Saharo-Sindian,Terrestrial,Rocky,NA,NA,NA,NA,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,10.0,19.5,NA,94.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Critically Endangered,Decreasing
Acanthodactylus ilgazi,Squamata,Sauria,Lacertidae,Acanthodactylus,Kurnaz & Şahin,2021,No,Saharo-Sindian,Terrestrial,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Acanthodactylus khamirensis,Squamata,Sauria,Lacertidae,Acanthodactylus,"Heidari, Rastegar-Pouyani, Rastegar-Pouyani & Rajabizadeh",2013,No,Saharo-Sindian,Terrestrial,NA,173,1033,NA,NA,53.46,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,2.7,NA,48.4,46.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Acanthodactylus lacrymae,Squamata,Sauria,Lacertidae,Acanthodactylus,"Miralles, Geniez, Beddek, Mendez-Aranda, Brito, Leblois & Crochet",2020,No,Saharo-Sindian,Terrestrial,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Acanthodactylus longipes,Squamata,Sauria,Lacertidae,Acanthodactylus,Boulenger,1918,No,Saharo-Sindian,Terrestrial,Desert/Shrubland,87,1059,24.03,6642.60,77.87,No,No,Carnivorous,Arthropods,Diurnal,NA,NA,NA,NA,non-fanged,NA,6.5,NA,65,46.7,NA,23,NA,oviparous,NA,2.7,2,3,NA,NA,NA,34.3,NA,NA,Yes,Least Concern,Stable
Acanthodactylus maculatus,Squamata,Sauria,Lacertidae,Acanthodactylus,Gray,1838,No,Saharo-Sindian,Terrestrial,Desert/Shrubland/Wetlands,NA,NA,NA,NA,40.08,No,No,Carnivorous,Insects,Diurnal,NA,NA,ACT,NA,non-fanged,NA,5.6,NA,62,57,NA,NA,NA,oviparous,NA,3.3,2,4,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Acanthodactylus margaritae,Squamata,Sauria,Lacertidae,Acanthodactylus,"Tamar, Geniez, Brito & Crochet",2017,No,Saharo-Sindian,Terrestrial,NA,NA,NA,NA,NA,48.25,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,8.3,NA,71,60.2,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Acanthodactylus masirae,Squamata,Sauria,Lacertidae,Acanthodactylus,Arnold,1980,No,Saharo-Sindian,Terrestrial,Desert,0,600,NA,NA,151.64,No,No,Carnivorous,Insects,Diurnal,NA,NA,ACT,NA,non-fanged,NA,3.3,NA,52,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Acanthodactylus micropholis,Squamata,Sauria,Lacertidae,Acanthodactylus,Blanford,1874,No,Saharo-Sindian,Terrestrial,Desert/Shrubland,173,1033,NA,NA,56.01,No,No,Carnivorous,Arthropods,Diurnal,NA,NA,NA,NA,non-fanged,NA,6.5,NA,65,61.5,NA,NA,NA,oviparous,NA,3.0,2,4,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Acanthodactylus montanus,Squamata,Sauria,Lacertidae,Acanthodactylus,"Miralles, Geniez, Beddek, Mendez-Aranda, Brito, Leblois & Crochet",2020,No,Saharo-Sindian,Terrestrial,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Acanthodactylus nilsoni,Squamata,Sauria,Lacertidae,Acanthodactylus,Rastegar-Pouyani,1998,No,Saharo-Sindian,Terrestrial,Grassland/Shrubland,NA,NA,NA,NA,29.67,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,9.5,NA,74.5,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Acanthodactylus opheodurus,Squamata,Sauria,Lacertidae,Acanthodactylus,Arnold,1980,No,Saharo-Sindian,Terrestrial,Desert/Shrubland/Wetlands,90,100,NA,NA,65.06,No,No,Carnivorous,Arthropods,Diurnal,NA,NA,Mixed,NA,non-fanged,NA,5.6,NA,62.2,58,NA,NA,NA,oviparous,NA,4.0,4,4,NA,NA,NA,35.1,NA,NA,Yes,Least Concern,Stable
Acanthodactylus orientalis,Squamata,Sauria,Lacertidae,Acanthodactylus,Angel,1936,No,Saharo-Sindian,Terrestrial,Grassland,1768,2801,NA,NA,18.67,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,9.8,NA,75,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Acanthodactylus pardalis,Squamata,Sauria,Lacertidae,Acanthodactylus,Lichtenstein,1823,No,Saharo-Sindian,Terrestrial,Grassland/Shrubland,270,900,19.38,5355.10,30.85,No,No,Carnivorous,Invertebrates,Diurnal,NA,NA,AMB,NA,non-fanged,4.0,10.5,NA,77,61,NA,30,NA,oviparous,NA,3.7,2,7,4.0,NA,NA,35.3,NA,NA,Yes,Vulnerable,Decreasing
Acanthodactylus robustus,Squamata,Sauria,Lacertidae,Acanthodactylus,Werner,1929,No,Saharo-Sindian,Terrestrial,Shrubland,NA,NA,NA,NA,NA,No,No,Carnivorous,Arthropods,Diurnal,NA,NA,NA,NA,non-fanged,NA,10.7,NA,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Acanthodactylus savignyi,Squamata,Sauria,Lacertidae,Acanthodactylus,Audouin,1827,No,Saharo-Sindian,Terrestrial,Shrubland,NA,NA,NA,NA,36.46,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,9.8,NA,75,52,NA,NA,NA,oviparous,NA,5.0,4,6,NA,NA,NA,NA,NA,NA,Yes,Near Threatened,Unknown
Acanthodactylus schmidti,Squamata,Sauria,Lacertidae,Acanthodactylus,Haas,1957,No,Saharo-Sindian,Terrestrial,Desert,57,968,NA,NA,75.94,No,No,Omnivorous,"Omnivorous (Anderson),ArthropodsAnd small lizards (Disi etAl., SchattiAnd Desvoignes 1999, Gardner 2013), insect (PerryAnd Garland,Arnold 1984, Jongbloed 2000,AL-SadoonAnd Spellerberg 1985)",Diurnal,NA,NA,ACT,NA,non-fanged,NA,26.3,NA,105,NA,NA,34,NA,oviparous,NA,3.0,1,4,NA,NA,NA,38.4,NA,NA,Yes,Least Concern,Stable
Acanthodactylus schreiberi,Squamata,Sauria,Lacertidae,Acanthodactylus,Boulenger,1878,No,Saharo-Sindian,Terrestrial,NA,0,1350,18.18,5540.10,26.08,Yes,No,Carnivorous,Arthropods,Diurnal,NA,NA,ACT,NA,non-fanged,NA,18.6,NA,93,69.4,NA,35.8,0.7,oviparous,GSD (ZW/ZZ),3.0,1,8,2.5,NA,NA,36.0,NA,NA,Yes,Endangered,Decreasing
Acanthodactylus scutellatus,Squamata,Sauria,Lacertidae,Acanthodactylus,Audouin,1827,"Acanthodactylus scutellatus audouini BOULENGER 1918
Acanthodactylus scutellatus scutellatus (AUDOUIN 1827)",Saharo-Sindian,Terrestrial,Desert/Grassland/Shrubland,0,950,23.82,6556.70,77.18,No,No,Carnivorous,"Arthropods (insects, MasoodAndAsiry 2012), insectsAnd plant parts (Werner 2016)",Diurnal,NA,NA,Mixed,NA,non-fanged,9.3,14.1,NA,85,52.6,NA,24.3,NA,oviparous,NA,2.9,1,6,2.5,NA,NA,36.0,NA,NA,Yes,Least Concern,Stable
Acanthodactylus spinicauda,Squamata,Sauria,Lacertidae,Acanthodactylus,Doumergue,1901,No,Saharo-Sindian,Terrestrial,Desert/Shrubland,900,1000,NA,NA,37.61,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,4.2,NA,56,52,NA,NA,NA,oviparous,NA,4.0,4,4,2.0,NA,NA,NA,NA,NA,Yes,Critically Endangered,Decreasing
Acanthodactylus taghitensis,Squamata,Sauria,Lacertidae,Acanthodactylus,Geniez & Foucart,1995,No,Saharo-Sindian,Terrestrial,Desert/Shrubland,NA,NA,NA,NA,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,3.9,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Acanthodactylus tilburyi,Squamata,Sauria,Lacertidae,Acanthodactylus,Arnold,1986,No,Saharo-Sindian,Terrestrial,Desert,NA,NA,NA,NA,NA,No,No,Carnivorous,Invertebrates - mostlyAnts,Diurnal,NA,NA,ACT,NA,non-fanged,NA,6.4,NA,65,56.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Acanthodactylus tristrami,Squamata,Sauria,Lacertidae,Acanthodactylus,Günther,1864,No,Saharo-Sindian,Terrestrial,Shrubland,2000,3000,NA,NA,21.45,No,No,Carnivorous,ArthropodsAnd juvenile lizards,Diurnal,NA,NA,NA,NA,non-fanged,NA,19.5,NA,95,75.5,NA,NA,NA,oviparous,NA,4.0,4,4,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Acanthodactylus yemenicus,Squamata,Sauria,Lacertidae,Acanthodactylus,Salvador,1982,No,Saharo-Sindian,NA,Desert/Rocky,NA,NA,NA,NA,NA,No,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,4.0,NA,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Acanthodactylus zagrosicus,Squamata,Sauria,Lacertidae,Acanthodactylus,"Mozaffari, Mohammadi, Saberi-Pirooz & Ahmadzadeh",2021,No,Saharo-Sindian,Terrestrial,NA,NA,NA,19.01,469.45,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Acanthophis antarcticus,Squamata,Serpentes,Elapidae,Acanthophis,Shaw,1802,No,Australo-Pacific,Terrestrial,Forest/Grassland/Savanna/Shrubland,9,927,20.1,469.4,0.4,No,Yes,Carnivorous,"Amphibians, birds, reptiles",Nocturnal,Black/Brown/Red,Banded,AMB,vertical or elongated,front-fanged,9.4,252.3,1000,579,439,579,15.6,NA,ovoviviparous,GSD (ZW/ZZ),7.9,3,30,0.5,NA,NA,27.2,23.4,38.5,Yes,Least Concern,Decreasing
Acanthophis cryptamydros,Squamata,Serpentes,Elapidae,Acanthophis,"Maddock, Ellis, Doughty, Smith & Wüster",2015,No,Australo-Pacific,Terrestrial,Savanna/Shrubland,NA,NA,NA,NA,NA,No,Yes,Carnivorous,NA,NA,Brown/Orange,Uniform,AMB,vertical or elongated,front-fanged,NA,69.2,645,NA,NA,NA,NA,NA,viviparous,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Yes,Vulnerable,Decreasing
Acanthophis hawkei,Squamata,Serpentes,Elapidae,Acanthophis,Wells & Wellington,1985,No,Australo-Pacific,Terrestrial,Grassland,NA,NA,NA,NA,NA,No,Yes,Carnivorous,NA,NA,Brown/Gray,Banded,AMB,vertical or elongated,front-fanged,15.5,391.4,1200,NA,NA,NA,NA,NA,viviparous,GSD (ZW/ZZ),10.0,5,15,NA,No,No,NA,NA,NA,Yes,Vulnerable,Decreasing
